AREA;Equip.;Subconjunto;Data/Hora Início;Data/Hora Fim;Duração (min);Tipo Parada;Razão Parada;Comentários;Tipo AF;Status;Responsável;ID AF;Path
REF;;;22/05/2024 11:18;22/05/2024 13:15;117;MECANICA;A 1 - DETERIORADO;Selo do holder levantado RFI travou ao entrar para tatamento, acionado mecânica. Esquimagem sendo feita do lado oposto, liberado pela equipe de processo.;MINI RCA;Concluído;Brazileu, Clauderson, André Vilela e Rafael;;C:\Users\leona\Downloads\DADOS_ANALISE_FALHA\ACAB\Análise de Falha - 2023\CCL\07-Julho\Falha Válvula Água DI sala de preparação andamento.xlsx
REF;;;24/05/2024 16:55;24/05/2024 21:40;285;MECANICA;A 1 - VAZAMENTO DE AR / ÓLEO / LÍQUIDO;quando fechamos vazamento estourou a mangueira do Hidráulico da calha .A manutenção teve muito trabalho para trocar a mangueira devido ao lugar . quando conseguiram colocar a mangueira no local foi verificado que a que estava era de outro padrão de que não usa na fabrica. então tiveram que fabricar uma conexão para poder ligar a mangueira no cilindro do Hidráulico.;RCA;Concluído;Chinaqui e Wander;;C:\Users\leona\Downloads\DADOS_ANALISE_FALHA\ACAB\Análise de Falha - 2023\CCL\08-Agosto\20220720-RCA-CCL-Falha Tesoura Pay off 1 não corta.xlsx
REF;;;25/05/2024 15:16;25/05/2024 16:16;60;MECANICA;A 1 - ERRO DE MONTAGEM;Sapatas estavam soltas depois do reaperto foi necessário ajustar novamnete o Gap para partirmos vazamento.;MINI RCA;Concluído;Rafael, Carolina e Clauderson;;C:\Users\leona\Downloads\DADOS_ANALISE_FALHA\ACAB\Análise de Falha - 2023\CCL\08-Agosto\20220808-RCA-CCL-Queda Talha Wet Section.xlsx
REF;;;30/05/2024 16:03;30/05/2024 17:56;113;ELETRICA;A 5 - AGUARDANDO MELTER;queima do ventilador do resfriamento da aboboda do Melter;MINI RCA;Concluído;Cruyff, Marcos Paulo e Giovani;;C:\Users\leona\Downloads\DADOS_ANALISE_FALHA\ACAB\Análise de Falha - 2023\CCL\08-Agosto\20220819-RCA-CCL-Filtro Air Cooler.xlsx
REF;;;01/06/2024 04:50;01/06/2024 08:00;190;MECANICA;A 1 - PRESSÃO INADEQUADA;"perda de vazamento devido falha na válvula de dreno
Ocorrência: aborto vazamento por sangria MLC 2
Causa: Perda de agua no molde. pois válvula de dreno da mesa abriu durante vazamento 
Ação: Troca do acoplamento da valvula dreno da mesa";MINI RCA;Concluído;Rafael, Johny, Tiago e Gilvan;;C:\Users\leona\Downloads\DADOS_ANALISE_FALHA\ACAB\Análise de Falha - 2023\CCL\09-Setembro\20220918-RCA-CCL Falha Hot Air Knife.xlsx
REF;;;04/06/2024 12:43;04/06/2024 14:08;85;ELETRICA;A 4 - DESARME;Eletricistas abortou vazamento pelo PLC.;MINI RCA;Concluído;Vinícius, Clauderson, Rafael, Vanessa, Danilo e Larissa;;C:\Users\leona\Downloads\DADOS_ANALISE_FALHA\ACAB\Análise de Falha - 2023\CCL\09-Setembro\20220919-RCA-CCL-Talha Elétrica Coater_REV3.xlsx
REF;;;05/06/2024 22:38;06/06/2024 00:05;87;ELETRICA;A 4 - PARADA DO CICLO;"TROCA DO INVERSOR DA PONTE, ATRASANDO RETIRADA DE PLACAS
Manutenção: Ocorrência: Falha no giro da garra
Causa: Inversor com falha de ckt interno
Ação: Realizado a troca do inversor";MINI RCA;Concluído;Cruyff, Eric, Anderson, Alex, José Carlos e Giovani;;C:\Users\leona\Downloads\DADOS_ANALISE_FALHA\ACAB\Análise de Falha - 2023\CCL\09-Setembro\20220922-MiniRCA-CCL Falha no sistema de lubrificação da refiladeira.xlsx
REF;;;07/06/2024 10:37;07/06/2024 11:59;82;ELETRICA;A 5 - AGUARDANDO MELTER;"Desarme no rele temporizador da purga , forno apagado
Manutenção: Ocorrência: Perda de chama no forno Melter B2
Causa: Relé de purga danificado
Ação: Trocado relé de purga.";MINI RCA;Concluído;Cruyff, Gambi e José Carlos;;C:\Users\leona\Downloads\DADOS_ANALISE_FALHA\ACAB\Análise de Falha - 2023\CCL\10-Outubro\20220720-RCA-CCL-Falha Tesoura Pay off 2 não corta vs2.xlsx
REF;;;08/06/2024 20:11;08/06/2024 22:30;139;ELETRICA;A 4 - CURTO CIRCUITO;"Curto circuito no pivo do RFI
manutençao: ocorrencia:rfi parou tratamento com alarme de rotor obstruido, porem apresentou varias falhas nos permissiveis
causa: verificado movimento do pivo sem comando, dando falhas.
ação: inspecionado caixa de ligação do motor do pivo e constatado curto na caixa de ligação do motor do pivo devido porca do prensa cabo fechar entre termin. normalizado.";MINI RCA;Concluído;Rafael, Johny, Tiago e Gilvan;;C:\Users\leona\Downloads\DADOS_ANALISE_FALHA\ACAB\Análise de Falha - 2023\CCL\10-Outubro\20221005-RCA-CCL Trocador de Calor RTO.xlsx
REF;;;11/06/2024 14:55;11/06/2024 16:35;100;ELETRICA;A 4 - SENSOR RUIM;"atraso devido falha no MLC posição 5 eletrica atuando
Ocorrência: MLC não liberava permissível do nível, apos a troca do mlc não liberava o pino para baixar 
Causa: troca do MLC, apos a troca a logica do mlc travou em 100% o CV do pino 
Ação: troca do mlc e normalizado a logica.";MINI RCA;Concluído;Diego e Alex;;C:\Users\leona\Downloads\DADOS_ANALISE_FALHA\ACAB\Análise de Falha - 2023\CCL\10-Outubro\20221006 RCA CCL Falha Queimador Estágio 5.xlsx
REF;;;16/06/2024 16:21;16/06/2024 17:41;80;MECANICA;A 1 - VAZAMENTO DE AR / ÓLEO / LÍQUIDO;"vazamento de agua na junta sanfonada lado holder, manutenção atuando
Ocorrência: Vazamento de água na junta sanfonada de entrada da mesa
Causa: rompimento por desgaste vida útil
Ação: substituído junta de agua
SERÁ REALIZADA ANALISE DE FALHA DA OCORRÊNCIA";MINI RCA;Concluído;Wander e Everton;;C:\Users\leona\Downloads\DADOS_ANALISE_FALHA\ACAB\Análise de Falha - 2023\CCL\10-Outubro\20221023-RCA-CCL Falha queimador 1 zona 2 rev1.xlsx
REF;;;18/06/2024 10:59;18/06/2024 13:20;141;MECANICA;A 1 - TRAVAMENTO;ao limpar o snif, a tampa da caixa 1 do snif nao fechava demorou 100 min para feichar, como a temperatura caiu muito,tivemos que esperar mais 40 min para esquentar o banho,para faser o flush;MINI RCA;Concluído;Cruyff, Marcos Paulo e Giovani;;C:\Users\leona\Downloads\DADOS_ANALISE_FALHA\ACAB\Análise de Falha - 2023\CCL\10-Outubro\20221027-RCA-CCL-Ponte 20 TON CCL.xlsx
REF;;;25/06/2024 09:14;25/06/2024 10:40;86;MECANICA;A 1 - PRESSÃO INADEQUADA;"Baixa pressão de ar de instrumentação Mec. e Elétrica atuando e fazendo a troca do equipamento
Ocorrência: baixa pressão de ar instrumentação válvula agua DC
Causa: Copo do lubrifil quebrou perdendo pressão da linha de Ar
Ação: Trocado lubrifil";MINI RCA;Concluído;Rafael e Marcos Paulo;;C:\Users\leona\Downloads\DADOS_ANALISE_FALHA\ACAB\Análise de Falha - 2023\CCL\11-Novembro\20221008-RCA-CCL Falha Parsytec CONCLUIDO.xlsx
REF;;;27/06/2024 10:14;27/06/2024 12:11;117;MECANICA;A 1 - PRESSÃO INADEQUADA;Mecânica e Elétrica trocando válvula  controle de vazão de agua e fazendo teste da mesma.;MINI RCA;Concluído;Marcos Paulo e Giovani;;C:\Users\leona\Downloads\DADOS_ANALISE_FALHA\ACAB\Análise de Falha - 2023\CCL\11-Novembro\20221112-RCA-CCL Mesa de saída CCL CONCLUIDO.xlsx
REF;;;27/06/2024 21:34;27/06/2024 23:40;126;ELETRICA;A 5 - AGUARDANDO MELTER;"Desarme no queimador do Melter.
Manutenção: Ocorrência: Desligamento do motor de combustão 
Causa: Feito análise do motor, contatoras e auxiliares e condições do motor, constatado que o pressostato estava derrubando o motor
Ação: Após liberação do motor de combustão, purga não iniciava, com vários permissíveis não ok. Foi verificado para o start do forno";MINI RCA;Concluído;Anderson e Alex;;C:\Users\leona\Downloads\DADOS_ANALISE_FALHA\ACAB\Análise de Falha - 2023\CCL\11-Novembro\20251102_ELE_CM2_MiniRCA_Falha na bobina da válvula de coolant_CONCLUIDO e Cadastrado.xlsm
REF;;;28/06/2024 19:13;28/06/2024 22:13;180;ELETRICA;A 4 - CURTO CIRCUITO;"BOTÃO DE EMERGENCIA DE CURTO IMPOSSIBILITANDO DE VAZA DEVIDO O HOLDER NÃO SUBIR E O DBF TER DESLIGADO POR ESTAR NO MESMO DISJUNTOR.
Manutenção: Ocorrência: Desarme do disjuntor do circuito do Holder
Causa: Cabo com baixa isolação no circuito
Ação: Verificado todo o circuito, que continha circuitos do Holder e DBF, e retirado do circuito o cabo com baixa isolação e liberado.";MINI RCA;Concluído;Anderson e Alex;;C:\Users\leona\Downloads\DADOS_ANALISE_FALHA\ACAB\Análise de Falha - 2023\CCL\11-Novembro\20251104_MEC_CM2_MiniRCA_Quebra do cilindro da trava do wr lado saída_CONCLUIDO e Cadastrado.xlsm
REF;;;30/06/2024 06:27;30/06/2024 07:55;88;ELETRICA;A 4 - CURTO CIRCUITO;"Ocorrência: falha no plugue da garra da ponte ferro DC
Causa: Desgaste trava do plugue da ponte ferro 
Ação: Adaptado nova trava plugue ponte ferro DC";MINI RCA;Concluído;Vanessa, José Carlos, Gambi e Danilo ;;C:\Users\leona\Downloads\DADOS_ANALISE_FALHA\ACAB\Análise de Falha - 2023\CCL\11-Novembro\20251107_MEC_CM2_MiniRCA_Quebra da corrente do módulo 25 do conveyor malha 2_CONCLUIDO e Cadastrado.xlsm
REF;;;30/06/2024 06:28;30/06/2024 08:14;106;ELETRICA;A 4 - DESARME;"Devido ao problema na garra deram prioriddae na retirada de placas da linha D e Linha E. OS: 98153
Ocorrência: falha no plugue da garra da ponte ferro DC
Causa: Desgaste trava do plugue da ponte ferro 
Ação: Adaptado nova trava plugue ponte ferro DC";MINI RCA;Concluído;Vanessa, José Carlos, Gambi e Danilo ;;C:\Users\leona\Downloads\DADOS_ANALISE_FALHA\ACAB\Análise de Falha - 2023\CCL\11-Novembro\20251114_MEC_CM2_MiniRCA_Travamento mancal 3 top work roll_CONCLUIDA e Cadastrada.xlsm
REF;;;30/06/2024 15:00;30/06/2024 17:02;122;MECANICA;A 1 - PRESSÃO INADEQUADA;"molde da posicao 5 estava com as 2 aguas na hora da medicao. 
manutenção
ocorrência= falha na abertura das válvulas no molde da pos 5
causa=sujeira no canal de passagem de ar das válvul
ação=trocado as válv mas não surtiu efeito, feito a troca do molde e feito manutnção no que saiu";MINI RCA;Concluído;Wander e Giullia;;C:\Users\leona\Downloads\DADOS_ANALISE_FALHA\ACAB\Análise de Falha - 2023\CCL\12-Dezembro\20221214-RCA-CCL Falha no Ciclo da tesoura de saida..xlsx
REF;;;01/07/2024 02:15;01/07/2024 03:15;60;MECANICA;A 1 - ENTUPIMENTO;"RFI entupiu durante tratamento , passou 8kg de sal e entupiu. foi preciso manutenção ajustar e colocar para tratar novamente.
Ocorrência: Alarme de alta pressão e falha motor rosca de sal RFI
Causa: Rotor entupiu
Ação: Desentupido rotor e liberado";MINI RCA;Concluído;Wander e Rafael;;C:\Users\leona\Downloads\DADOS_ANALISE_FALHA\ACAB\Análise de Falha - 2023\CCL\12-Dezembro\Waxer 211222 (Concluido)\20221222-RCA-CCL Falha Rolo Waxer CONCLUIDA.xlsx
REF;;;03/07/2024 12:36;03/07/2024 15:03;147;MECANICA;A 1 - ENTUPIMENTO;Troca do rotor do RFI, caiu a temperatura do banho dando mais tempo para aquecer o metal.;MINI RCA;Concluído;Rafael, Victor e Clauderson;;C:\Users\leona\Downloads\DADOS_ANALISE_FALHA\ACAB\Análise de Falha - 2023\CCL\01-Janeiro - 23\20221214-RCA-CCL Falha de Gap no rolo inferior do Coater (CADASTRADA).xlsx
REF;;;03/07/2024 22:06;03/07/2024 23:27;81;MECANICA;A 1 - ENTUPIMENTO;"entupimento do rotor do RFI . teve que trocar o mesmo
Manutenção
Ocorrência: RFI parou de passar sal durante tratamento
Causa: Rotor de grafite obstruiu 
Ação: Troca do rotor de grafite";MINI RCA;Concluído;Jonas, Luan, Wander, Rafael eVanessa;;C:\Users\leona\Downloads\DADOS_ANALISE_FALHA\ACAB\Análise de Falha - 2023\CCL\01-Janeiro - 23\20221220-MiniRCA-CCL Falha no conversor do drive do Bridle 2A rolo 3  (CADASTRADA).xlsx
REF;;;08/07/2024 20:57;08/07/2024 23:47;170;MECANICA;A 1 - FLUXO INADEQUADO;"Após troca de mesa, quando foi fazer a medição de agua verificou  a vazão de agua incorreta foi retirado os filtros e verificou que estavam sujos.
Manutenção: Ocorrência: vazão de agua incorreta
Causa: Filtros sujos
Ação: Limpeza do filtro e troca de molde";MINI RCA;Concluído;Hesli e Wander;;C:\Users\leona\Downloads\DADOS_ANALISE_FALHA\ACAB\Análise de Falha - 2023\CCL\01-Janeiro - 23\20221229-RCA-CCL Variação de força na célula de carga do rolo aplicador.  (CADASTRADA).xlsx
REF;;;12/07/2024 10:12;12/07/2024 13:16;184;ELETRICA;A 4 - ARCO / FAÍSCA;"Saiu faisca do barramento problema no pantografo da ponte ferro parou em frente ao tombador da linha C com a placa pendurada.
Manutenção: Ocorrência: desarme do barramento do DC
Causa: quebra do pantógrafo da ponte ferro sobre o tombador linha D fechando curto circuito e vindo a  soltar o cabos elétricos da bandeja  
Ação: troca da sapata e normalizado o cabo de alimentação do barramento";MINI RCA;Concluído;Vinícius, Gambi e Larissa;;C:\Users\leona\Downloads\DADOS_ANALISE_FALHA\ACAB\Análise de Falha - 2023\CCL\01-Janeiro - 23\20230121-RCA-CCL - Bobinamento irregular (CONCLUIDA).xlsx
REF;;;17/07/2024 09:54;17/07/2024 11:34;100;ELETRICA;A 4 - CURTO CIRCUITO;"Curto circuito aborto de vazamento.
Ocorrência: Falha exaustor do poço porão do DCB
causa: Queima do inversor e após troca fusível desarmou chave que alimenta CCM do DC na sub estação refusão.
Ação: Troca do inversor  e instalado fusível ultra rápido 160Amp";MINI RCA;Concluído;Vanessa e José Carlos;;C:\Users\leona\Downloads\DADOS_ANALISE_FALHA\ACAB\Análise de Falha - 2023\CCL\02 - Fevereiro - 23\20230128-RCA-CCL Vazamento bomba hot water (CONCLUÍDA) CADASTRADA.xlsx
REF;;;24/07/2024 21:02;24/07/2024 22:26;84;MECANICA;A 1 - TRAVAMENTO;QUEBRA DO ROTOR 04 DO SNIF DURANTE ABERTURA DE VAZAMENTO ... TAG D ....;MINI RCA;Concluído;Lucas e José Carlos;;C:\Users\leona\Downloads\DADOS_ANALISE_FALHA\ACAB\Análise de Falha - 2023\CCL\02 - Fevereiro - 23\20230204-RCA-CCL FALHA DE COMUNICAÇÃO MEDIDOR DE ESPESSURA rev1 (CADASTRADA).xlsx
REF;;;26/07/2024 06:09;26/07/2024 07:10;61;MECANICA;A 1 - DESGASTE;Troca das barreiras 2 e 3 do acd.;MINI RCA;Concluído;Clauderson, Everton e João Pedro;;C:\Users\leona\Downloads\DADOS_ANALISE_FALHA\ACAB\Análise de Falha - 2023\CCL\02 - Fevereiro - 23\20230206-RCA-CCL Queimador Zona 3 (CONCLUÍDA) CADASTRADA.xlsx
REF;;;29/07/2024 00:27;29/07/2024 01:44;77;MECANICA;A 1 - TRAVAMENTO;"devido ao travamento da bica, e para que a manutençao pudesse atuar de forma segura, foi necessario desligar os queimadores do holder e com isso esfriou muito o holder, sendo necessario esquentar ele, para que o melter pudesse realizar a transferencia.
Ocorrenca: Metal solidificado na bica 
Causa: Metal solidificado na bica
Ação: Metal solidificado na bica";MINI RCA;Concluído;Eric, Evandro e Lucas;;C:\Users\leona\Downloads\DADOS_ANALISE_FALHA\ACAB\Análise de Falha - 2023\CCL\03 - Março - 23\20230225-RCA-CCL Falha no corte, rebarba trimmer de saída CONCLUIDO e CADASTRADA.xlsx
REF;;;02/08/2024 13:38;02/08/2024 17:30;232;ELETRICA;A 4 - FALSA INDICAÇÃO;falha na água, sistema não conseguiu controlar a água no molde;MINI RCA;Concluído;Vilela, Wander, Vanessa e Rafael;;C:\Users\leona\Downloads\DADOS_ANALISE_FALHA\ACAB\Análise de Falha - 2023\CCL\03 - Março - 23\20230301-RCA-CCL Falha no rolamento do rolo Pick-up da Waxer CONCLUIDO e CADASTRADA.xlsx
REF;;;08/08/2024 15:18;08/08/2024 16:50;92;MECANICA;A 1 - DESGASTE;troca do cabo de aço do portico;MINI RCA;Concluído;Wander e Eric;;C:\Users\leona\Downloads\DADOS_ANALISE_FALHA\ACAB\Análise de Falha - 2023\CCL\06-Junho\202200515-MiniRCA-CCL Falha Válvula Proporcional.xlsx
REF;;;09/08/2024 14:31;09/08/2024 15:42;71;ELETRICA;A 4 - FALSA INDICAÇÃO;"falha no snif.
Manutenção: Ocorrência: Falha de comunicação Rack remota do snif.
Causa: Fonte de alimentação queimada.
Ação: Trocado a fonte de alimentação.";MINI RCA;Concluído;Vinícius, Gambi e Larissa;;C:\Users\leona\Downloads\DADOS_ANALISE_FALHA\ACAB\Análise de Falha - 2023\RM2\12 - MARÇO\20230318-RCA-RM2 Quebra do compactador de refiles CONCLUIDA e CADASTRADA.xlsx
REF;;;14/08/2024 09:57;14/08/2024 11:59;122;MECANICA;A 1 - DETERIORADO;Devido a manutenção nos filtros dos moldes com prescrição de verificação filtro do molde 2 veio a vazar durante o vazamento tendo que abortar.;MINI RCA;Concluído;Rafael e Wander;;C:\Users\leona\Downloads\DADOS_ANALISE_FALHA\ACAB\Análise de Falha - 2023\RM3\05 - AGOSTO\20220817-RCA-RM3-Falha desenrolador lado operador.xlsx
REF;;;24/08/2024 07:20;25/08/2024 08:35;1515;MECANICA;A 1 - TRAVAMENTO;Ao final de vazamento durante o retorno do Holder para posição de receber transferência bica travou com primeiro módulo causando rompimento do refratário equipamento ficou em manutenção troca da bica assim como também do primeiro módulo refratário.;CAPA;Concluído;Clauderson, Marcos Paulo e Rafael;;C:\Users\leona\Downloads\DADOS_ANALISE_FALHA\ACAB\Análise de Falha - 2023\RM3\06 - SETEMBRO\20220912-miniRCA-RM3 Quebra do eixo do rolete do Ironing Roll.xlsx
REF;;;25/08/2024 07:55;25/08/2024 09:09;74;MECANICA;A 1 - FALHA INTERMITENTE;"Tampa do snif travando, foi utilizado a ponte para levantar e fazer a limpeza.

manutenção: ocorrencia: tampa do snif não subia
causa: ainda em análise
ação: feito a regulagem da pressão, a troca das válvulas de regulagem e de retenção mas sem sucesso, foi preciso içar com a ponte para a limpeza do cadinho";MINI RCA;Concluído;Marcos Paulo;;C:\Users\leona\Downloads\DADOS_ANALISE_FALHA\ACAB\Análise de Falha - 2023\RM3\08 - NOVEMBRO\20221125-MiniRCA-RM3 Falha na valvula contra balanço do ironing roll.xlsx
REF;;;28/08/2024 04:17;28/08/2024 05:35;78;ELETRICA;A 4 - CURTO CIRCUITO;melter E2 em atraso devido ao carregamento no forno(PONTE DESARMOU);MINI RCA;Concluído;Danilo, Fabiano, Victor e Gilvan;;C:\Users\leona\Downloads\DADOS_ANALISE_FALHA\ACAB\Análise de Falha - 2023\RM3\12 - MARÇO\20230303-RCA-RM3 Quebra do Varão do Mandril desenrolador ANDAMENTO rev1.xlsx
REF;;;31/08/2024 07:50;31/08/2024 09:20;90;MECANICA;A 1 - FALHA  INTERMITENTE;"rotor 2 do snif nao passou cloro

manutenção:
ocorrência: rotor 2 não passou cloro durante o tratamento
causa: válvula de bloqueio do rotor 2 não abriu
ação: feito a troca da válvula";MINI RCA;Concluído;Luan, Tiago e Johny;;C:\Users\leona\Downloads\DADOS_ANALISE_FALHA\ACAB\Análise de Falha - 2023\RM4\20221115-RCA-RM4 Queda bobina da turn style.xlsx
REF;;;01/09/2024 00:14;01/09/2024 01:16;62;MECANICA;A 1 - AJUSTE INADEQUADO;"Bica do Holder apresentando problema esta muito aberta. pegamos serviço do turno anterior, com muito metal na junta após termino do vazamento.

manutenção:
ocorrencia: vazamento na bica de saída do holder
causa:junta ineficiente
ação: feito a limpeza da bica";MINI RCA;Concluído;Vanessa, Lucas e José Carlos;;C:\Users\leona\Downloads\DADOS_ANALISE_FALHA\ACAB\Análise de Falha - 2023\RM4\01 - ABRIL\RCA-RM4-20220420-1-Mandril Enrolador - Cisalhamento parcial.xlsx
REF;;;12/09/2024 18:11;12/09/2024 22:34;263;MECANICA;A 1 - AJUSTE INADEQUADO;"foi preciso desmontar a bica do holder para retirar metal e ajustar bica. TAG C
Manutenção:
Ocorrência: Vazamento de metal na bica
Causa: em análise
Ação: Retirado bica fêmea, feito limpeza e remontado.";RCA;Concluído;Fabio, Rafael, Vanessa e Wander;;C:\Users\leona\Downloads\DADOS_ANALISE_FALHA\ACAB\Análise de Falha - 2023\RM4\01 - JANEIRO - 23\20230130-RCA-RM4 Falha no bobinamento do material rev2 (CADASTRADA).xlsx
REF;;;22/09/2024 01:45;22/09/2024 03:31;106;MECANICA;A 1 - DESGASTE;"trava da bica do holder quebrada foi acionado a manutenção
manutenção:
ocorrência: QUEBRA DO TIRANTE DA BARRA ESTABILIZADORA DA BICA
causa:FADIGA
ação:FEITO A SOLDA E REPOSICIONADO A BARRA NA POSIÇÃO";MINI RCA;Concluído;Rafael, Lucas e David;;C:\Users\leona\Downloads\DADOS_ANALISE_FALHA\ACAB\Análise de Falha - 2023\RM4\02 - MAIO\20220517  - RM4 - MiniRCA - Falhas de Fluxo no Peabody rev1.xlsx
REF;;;30/09/2024 08:37;30/09/2024 09:40;63;ELETRICA;A 4 - SENSOR RUIM;"MLC DA POSIÇÃO 03 NÃO ESTAVA RECONHECENDO LEITURA DO PONTEIRO FOI TROCADO PONTEIRO NÃO TEVE SEQUENCIA .AI TROCAMOS MLC OK . .....ELETRECISTA ATUANDO ...
Ocorrência: MLC 3 não reconhece Calibração do ponteiro 
Causa: Verificando causa
Ação: Troca do sensor MLC";MINI RCA;Concluído;Vanessa e José Carlos;;C:\Users\leona\Downloads\DADOS_ANALISE_FALHA\ACAB\Análise de Falha - 2023\RM4\02 - MAIO\20220525-RCA- Falha Parsytec RM4 - Template Novo.xlsx
REF;;;05/10/2024 05:16;05/10/2024 07:09;113;ELETRICA;A 4 - FALSA INDICAÇÃO;"falha na trava da mesa
Ocorrência: Falha sensor posição da mesa, trava mesa, sensor trava sistema de agua 
Causa: Cabo e sensor com desgaste 
Ação: Acompanhando";MINI RCA;Concluído;Vanessa, José Carlos e Johny;;C:\Users\leona\Downloads\DADOS_ANALISE_FALHA\ACAB\Análise de Falha - 2023\RM4\03 - JUNHO\Pressure Roll\20220629-RCA-RM4 Pressure Roll.xlsx
REF;;;05/10/2024 18:43;05/10/2024 21:30;167;AUTOMACAO;A 6 - FALHA NA CONEXÃO;"MLC NÃO LIBERAVA PARA VAZAR . FOI ACIONADO AUTOMAÇÃO ...
Manutenção: Ocorrência: Falha na calibração do MLC pos. 5
Causa: Range de calibração fora, devido modelo utilizado da sapata
Ação: Após liberação da engenharia, foi alterado range de calibração e liberado MLC";MINI RCA;Concluído;Vanessa, André Vilela e Anderson;;C:\Users\leona\Downloads\DADOS_ANALISE_FALHA\ACAB\Análise de Falha - 2023\RM4\04 - JULHO\20220711-RCA-RM4-Falha Scrap Suction.xlsx
REF;;;05/10/2024 22:10;05/10/2024 23:36;86;AUTOMACAO;A 6 - FALHA NA CONEXÃO;"ocorrência: MLC estava fora da faixa de calibração
Causa: Após troca de mesa a faixa de calibração ficou diferete, foram avaliados varios fatores e liberado a maquina com segurança para a operação trabalhar.
Ação:Ajuste da faixa de calibração";MINI RCA;Concluído;Vanessa, André Vilela e Anderson;;C:\Users\leona\Downloads\DADOS_ANALISE_FALHA\ACAB\Análise de Falha - 2023\RM4\04 - JULHO\20220722-RCA-RM4-Quebra da talha on hold.xlsx
REF;;;07/10/2024 04:36;07/10/2024 06:52;136;ELETRICA;A 4 - CORRENTE ANORMAL;"aborto de vazamento devido ao sensor de quebra de rotor ter atuado
Ocorrência: Falha no inversor 4 
Causa: Alarme perda de fase
Ação: Troca do miolo macho e femea do plugue do rotor";MINI RCA;Concluído;Vanessa, Rafael, José Carlos e Johny;;C:\Users\leona\Downloads\DADOS_ANALISE_FALHA\ACAB\Análise de Falha - 2023\RM4\07- OUTUBRO\20220923-RCA-RM4 Falha mandril desenrolador rev1.xlsx
REF;;;09/10/2024 09:48;09/10/2024 11:47;119;ELETRICA;A 4 - TEMPERATURA INADEQUADA;"Resistências do aquecedor de ponteiros todas queimadas. 6 resistências queimadas. Manutenção conseguiu resolver o problema de duas resistências e tivemos que ficar aguardando a caixa dos 
aquecedores atingir a temperatura padrão para não grudar os ponteiros. Das 6 resistências, apenas duas estão funcionando neste manutenção ocorrencia  cabo da resistencia rompido baixa temperatura aquecedor.";MINI RCA;Concluído;Cruyff, Diego, Larissa e André Vilela;;C:\Users\leona\Downloads\DADOS_ANALISE_FALHA\ACAB\Análise de Falha - 2023\RM4\08 - NOVEMBRO\20221014-MiniRCA-RM4 Falha Pinch roll de entrada..xlsx
REF;;;16/10/2024 20:27;16/10/2024 22:06;99;ELETRICA;A 5 - AGUARDANDO MELTER;"Combustão A2
Ocorrência: Posicionador da válvula de controle de ar do PAR1 travado.
Causa: problema no posicionador (possível calor em excesso no porão)
Ação: troca do posicionador 
Obs. Demorou mais de 20 minutos para o posicionador ser entregue no almoxarifado B";MINI RCA;Concluído;Jonas e José;;C:\Users\leona\Downloads\DADOS_ANALISE_FALHA\ACAB\Análise de Falha - 2023\RM4\09 - DEZEMBRO\Pressure roll\20220920-RCA-RM4 Pressure Roll.xlsx
REF;;;23/10/2024 09:00;23/10/2024 11:02;122;MECANICA;A 1 - FALHA INTERMITENTE;"Posição 4 estava trincada  na abertura de válvula em dois lugares diferentes na mesma face lado LC, batemos ar nos moldes e verificamos os filtrinhos estavam sujos após a limpeza, verificando a cortina de água  dos moldes, todos apresentavam falha no centro da cortina característica de baixa vazão ; acionamos padrinho da máquina fizemos retrolavagem e a válvula de dreno estava travada em falha.";MINI RCA;Concluído;Rafael, Clauderson, Carolina e Wander;;C:\Users\leona\Downloads\DADOS_ANALISE_FALHA\ACAB\Análise de Falha - 2023\RM4\11 - FEVEREIRO - 23\20220130-RCA-RM4 Falha no bobinamento do material rev2 CONCLUIDO e CADASTRADA.xlsx
REF;;;28/10/2024 03:28;28/10/2024 04:35;67;ELETRICA;A 4 - DESARME;"pantógrafo da ponte 29 escapou e ficou encostando no barramento e na proteção da ponte causando uma sobrecarga e desarmando o barramento do todo vão, com isso a ponte 25 que estava auxiliando na retirada de placas da linha D também ficou parada, manutenção atuando
Ocorrência: Quebra coletor energia fase S ponte 29 ton
Causa: Sapata escapou do barramento e colidiu com estrutura suporte barramento";MINI RCA;Concluído;José Carlos e Johny;;C:\Users\leona\Downloads\DADOS_ANALISE_FALHA\ACAB\Análise de Falha - 2023\RM4\12 - MARÇO - 23\20230316-RCA-RM4 Ponta grossa passou direto. CONCLUIDA e CADASTRADA.xlsx
REF;;;28/10/2024 03:30;28/10/2024 04:39;69;ELETRICA;A 4 - DESARME;"Ponte 29ton. escapou o pantógrafo travando ponte 25 ton. também próximo ao DCD  ,eletrica atuando p/ liberar.
Ocorrência: Quebra coletor energia fase S ponte 29 ton
Causa: Sapata escapou do barramento e colidiu com estrutura suporte barramento 
Ação: Troca do coletor energia e repara terminal compressão do cabo";MINI RCA;Concluído;José Carlos e Johny;;C:\Users\leona\Downloads\DADOS_ANALISE_FALHA\ACAB\Análise de Falha - 2023\RP\20230213-RCA-RP Caixa do Mandril não movimenta CONCLUIDA e CADASTRADA.xlsx
